Model,Make,YOM,Used,Transmission,Mileage,Location,Price,Age,Fuel_Type
Vezel,Honda,2014,Foreign Used,Automatic,85000,Mombasa,2100000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,89523,Mombasa,2250000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,58694,Mombasa,2400000,10,Petrol
Insight,Honda,2012,Foreign Used,Automatic,85414,Mombasa,850000,12,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,52438,Mombasa,1650000,10,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,72635,Mombasa,1650000,9,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,96863,Mombasa,2100000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,62580,Mombasa,2000000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,97000,Mombasa,2100000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,68000,Mombasa,2900000,10,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,65000,Mombasa,1650000,9,Petrol
CR-V,Honda,2010,Kenyan Used,Automatic,95863,Nairobi,1500000,14,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78023,Mombasa,950000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,58742,Mombasa,1550000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,93109,Mombasa,2100000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,87500,Mombasa,2450000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,73085,Mombasa,1480000,10,Petrol
Insight,Honda,2014,Foreign Used,Automatic,82641,Mombasa,1080000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,89356,Mombasa,1580000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,66,Mombasa,2100000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,89700,Mombasa,930000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,96000,Mombasa,2850000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,72462,Mombasa,1430000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,84321,Nairobi,1130000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,58431,Mombasa,1450000,10,Petrol
Insight,Honda,2010,Kenyan Used,Automatic,129000,Nairobi,580000,14,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,74000,Mombasa,1600000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,93000,Mombasa,1650000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,75000,Mombasa,1050000,10,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,68258,Mombasa,2400000,9,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,109000,Mombasa,2300000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85000,Mombasa,1650000,10,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,93678,Mombasa,2180000,9,Petrol
Shuttle,Honda,2015,Foreign Used,Automatic,61000,Mombasa,1170000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,58214,Mombasa,1600000,10,Petrol
CR-V,Honda,2010,Kenyan Used,Automatic,98320,Mombasa,1350000,14,Petrol
Fit,Honda,2014,Foreign Used,Automatic,96352,Mombasa,1050000,10,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,89000,Mombasa,1800000,9,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,120802,Nairobi,540000,13,Petrol
Insight,Honda,2012,Kenyan Used,Automatic,98412,Mombasa,720000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,115899,Nairobi,760000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,72802,Mombasa,1630000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,54335,Mombasa,2650000,10,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,58000,Mombasa,2200000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,63000,Mombasa,1400000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,114000,Nairobi,2280000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,95832,Mombasa,2600000,10,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,120000,Mombasa,770000,13,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,109000,Nairobi,1140000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,17232,Mombasa,2750000,10,Petrol
CR-V,Honda,2007,Kenyan Used,Automatic,96325,Mombasa,1280000,17,Petrol
Stream,Honda,2014,Foreign Used,Automatic,68563,Mombasa,1680000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85000,Mombasa,1050000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,90405,Nairobi,2150000,12,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,128,Nairobi,1150000,16,Petrol
Fit,Honda,2013,Kenyan Used,Automatic,105000,Nairobi,710000,11,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,66956,Mombasa,2500000,10,Petrol
Shuttle,Honda,2012,Foreign Used,Automatic,75000,Mombasa,1050000,12,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,75028,Mombasa,1650000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,87588,Mombasa,1100000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,87546,Mombasa,2200000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,54000,Mombasa,850000,11,Petrol
Stream,Honda,2014,Foreign Used,Automatic,50147,Mombasa,1500000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,56800,Mombasa,1600000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85523,Mombasa,1650000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,54000,Mombasa,850000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,80000,Nairobi,2690000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,90000,Nairobi,1050000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,58000,Mombasa,930000,10,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,112000,Kiambu,585000,14,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85238,Mombasa,1650000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85124,Mombasa,1650000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,55984,Mombasa,2800000,10,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,52131,Mombasa,1700000,9,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,78556,Mombasa,2200000,11,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,120842,Nairobi,1400000,16,Petrol
Fit,Honda,2014,Foreign Used,Automatic,55140,Mombasa,930000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,56252,Mombasa,1750000,10,Petrol
Shuttle,Honda,2012,Foreign Used,Automatic,85636,Mombasa,950000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,65858,Mombasa,950000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,56802,Mombasa,2200000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,88224,Mombasa,1100000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85312,Mombasa,1400000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,55140,Mombasa,930000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,63125,Mombasa,2600000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,96000,Nairobi,2999000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85213,Mombasa,950000,10,Petrol
Insight,Honda,2010,Kenyan Used,Automatic,138700,Nairobi,585000,14,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,53000,Nairobi,2500000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,78652,Mombasa,1500000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,57411,Mombasa,1650000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,85636,Mombasa,980000,11,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,68563,Mombasa,950000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,144000,Mombasa,2400000,11,Petrol
CR-V,Honda,2007,Kenyan Used,Automatic,145289,Nairobi,1300000,17,Petrol
CR-V,Honda,2014,Foreign Used,CVT,80000,Nairobi,2799000,10,Petrol
Stepwgn,Honda,2013,Foreign Used,Automatic,112848,Mombasa,1700000,11,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,131000,Mombasa,2450000,11,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,150000,Nairobi,1100000,10,Petrol
Stepwgn,Honda,2013,Kenyan Used,Automatic,78000,Mombasa,1250000,11,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,85636,Mombasa,980000,11,Petrol
Fit,Honda,2009,Kenyan Used,Automatic,114635,Nairobi,510000,15,Petrol
Fit,Honda,2014,Foreign Used,Automatic,52000,Mombasa,900000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78521,Mombasa,890000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,88354,Mombasa,900000,9,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,115600,Nairobi,960000,16,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,175421,Nairobi,505000,14,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,78568,Mombasa,2800000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,50002,Mombasa,1600000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,54600,Mombasa,2200000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,98652,Mombasa,950000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,64123,Mombasa,2600000,10,Petrol
Stream,Honda,2012,Foreign Used,Automatic,86500,Mombasa,1250000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,89524,Mombasa,870000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,84213,Mombasa,1150000,10,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,89679,Mombasa,2195000,9,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,85636,Mombasa,2150000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,69000,Mombasa,1750000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,51073,Mombasa,920000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,89524,Mombasa,870000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,90860,Mombasa,910000,9,Petrol
Shuttle,Honda,2012,Foreign Used,Automatic,85636,Mombasa,950000,12,Petrol
Stream,Honda,2013,Foreign Used,Automatic,409875,Mombasa,1400000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75000,Mombasa,1000000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,89632,Mombasa,1050000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,97000,Mombasa,1450000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,93000,Nairobi,3100000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,78653,Mombasa,1700000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,48702,Mombasa,2200000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,114800,Nairobi,2399999,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,81563,Mombasa,2900000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,82588,Mombasa,930000,9,Petrol
Stream,Honda,2014,Foreign Used,Automatic,86524,Mombasa,1400000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,25000,Mombasa,890000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,100000,Mombasa,900000,10,Petrol
Shuttle,Honda,2011,Foreign Used,Automatic,85636,Mombasa,950000,13,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68349,Mombasa,930000,10,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,72777,Mombasa,1500000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,111000,Mombasa,1470000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,120502,Mombasa,900000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,87526,Mombasa,850000,9,Petrol
Stream,Honda,2014,Foreign Used,Automatic,95000,Mombasa,1500000,10,Petrol
Shuttle,Honda,2012,Foreign Used,Automatic,87414,Mombasa,900000,12,Petrol
Stream,Honda,2014,Foreign Used,Automatic,79806,Mombasa,1680000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,80000,Mombasa,3000000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,74000,Mombasa,2200000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,98569,Nairobi,2100000,12,Petrol
Fit,Honda,2015,Foreign Used,Automatic,25000,Mombasa,890000,9,Petrol
Fit,Honda,2012,Kenyan Used,Automatic,95000,Nairobi,660000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,55122,Mombasa,900000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,28000,Mombasa,3050000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,56000,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85636,Mombasa,950000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,96536,Mombasa,1450000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,68521,Mombasa,1600000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,125973,Mombasa,1550000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,91563,Mombasa,3200000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,130000,Nairobi,1550000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,52232,Mombasa,930000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,78580,Mombasa,2000000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,63000,Mombasa,930000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,69000,Mombasa,1560000,10,Petrol
Fit,Honda,2015,Brand New,Automatic,71423,Mombasa,940000,9,Petrol
Fit,Honda,2013,Foreign Used,Automatic,65000,Mombasa,930000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,85188,Nairobi,2800000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,130000,Nairobi,1550000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,78678,Mombasa,2490000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,86000,Mombasa,930000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,46000,Mombasa,750000,11,Petrol
Fit,Honda,2012,Brand New,Automatic,85412,Mombasa,730000,12,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,38000,Mombasa,1650000,10,Petrol
CR-V,Honda,2011,Foreign Used,Automatic,69852,Mombasa,1900000,13,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,76286,Mombasa,1490000,10,Petrol
Stream,Honda,2013,Brand New,Automatic,73000,Mombasa,1190000,11,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,112000,Nairobi,1340000,16,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,71462,Mombasa,1400000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,75000,Mombasa,1440000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,86251,Mombasa,2900000,10,Petrol
Insight,Honda,2014,Foreign Used,Automatic,85900,Mombasa,1080000,10,Petrol
Insight,Honda,2014,Foreign Used,Automatic,69000,Mombasa,1080000,10,Petrol
Insight,Honda,2014,Foreign Used,Automatic,70000,Nairobi,1150000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68574,Mombasa,1000000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,50000,Mombasa,1650000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85643,Mombasa,830000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,36215,Mombasa,2600000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,85000,Mombasa,850000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,72000,Mombasa,950000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,81000,Nairobi,1900000,12,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,66900,Mombasa,2750000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,65231,Mombasa,1750000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75000,Mombasa,930000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,105000,Mombasa,950000,11,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,81000,Nairobi,1900000,12,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,130000,Mombasa,1280000,16,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,41382,Nairobi,2950000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,62582,Mombasa,2850000,10,Petrol
Fit,Honda,2014,Kenyan Used,Automatic,95000,Kiambu,910000,10,Petrol
Stream,Honda,2013,Foreign Used,Automatic,75211,Mombasa,1450000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,75000,Mombasa,2650000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,126800,Mombasa,950000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,87342,Mombasa,930000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,98652,Mombasa,830000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,88900,Mombasa,2700000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78000,Mombasa,920000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,74000,Mombasa,2650000,10,Petrol
Fit,Honda,2012,Kenyan Used,Automatic,120000,Mombasa,650000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,58693,Mombasa,840000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,122014,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,99850,Mombasa,1150000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,89000,Nairobi,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,98800,Mombasa,900000,10,Petrol
Insight,Honda,2012,Kenyan Used,Automatic,102142,Mombasa,700000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,95631,Mombasa,940000,10,Petrol
Fit,Honda,2012,Foreign Used,Automatic,79630,Mombasa,740000,12,Petrol
Fit,Honda,2012,Foreign Used,Automatic,69863,Mombasa,750000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,87600,Mombasa,1030000,10,Petrol
Fit,Honda,2013,Kenyan Used,Automatic,134290,Mombasa,950000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,46000,Mombasa,2600000,10,Petrol
Fit,Honda,2012,Foreign Used,Automatic,85666,Mombasa,750000,12,Petrol
Fit,Honda,2012,Foreign Used,Automatic,56000,Mombasa,720000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,102890,Mombasa,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,45000,Mombasa,1100000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75345,Nairobi,980000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,87000,Nairobi,2080000,12,Petrol
Fit,Honda,2013,Foreign Used,Automatic,72800,Mombasa,750000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,85,Mombasa,700000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,88125,Mombasa,1200000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,71000,Mombasa,800000,11,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,53000,Mombasa,980000,10,Petrol
Fit,Honda,2012,Foreign Used,Automatic,87452,Mombasa,750000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,95000,Mombasa,900000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,99863,Mombasa,780000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,82000,Mombasa,2600000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,85000,Mombasa,2750000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,71523,Mombasa,930000,9,Petrol
Fit,Honda,2015,Foreign Used,Automatic,53966,Mombasa,930000,9,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,83000,Nairobi,2760000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,64075,Mombasa,3100000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,122000,Nairobi,1020000,10,Petrol
CR-V,Honda,2009,Kenyan Used,Automatic,102372,Mombasa,1350000,15,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,52706,Mombasa,1700000,9,Petrol
Fit,Honda,2015,Foreign Used,Automatic,68300,Mombasa,900000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85636,Mombasa,960000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,56398,Mombasa,950000,9,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,78933,Mombasa,2800000,10,Petrol
Fit,Honda,2014,Kenyan Used,Automatic,78956,Mombasa,890000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,66109,Mombasa,1350000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,84211,Mombasa,780000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,54231,Mombasa,890000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,58214,Mombasa,1050000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,58213,Mombasa,1650000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,58400,Mombasa,970000,10,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,170000,Nairobi,620000,14,Petrol
Fit,Honda,2012,Kenyan Used,Automatic,135000,Nairobi,555000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,93000,Nairobi,850000,10,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,124085,Nairobi,550000,13,Petrol
Fit,Honda,2010,Kenyan Used,CVT,132000,Nairobi,550000,14,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,85213,Mombasa,1050000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,96023,Mombasa,1500000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,132000,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,30000,Mombasa,930000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78790,Mombasa,930000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,56424,Mombasa,1150000,11,Petrol
Fit,Honda,2012,Foreign Used,Automatic,55,Mombasa,690000,12,Petrol
Fit,Honda,2012,Foreign Used,Automatic,87414,Mombasa,750000,12,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,65000,Mombasa,2300000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,74589,Mombasa,980000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,66868,Mombasa,980000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,48551,Mombasa,950000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,18000,Nairobi,1100000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,81000,Nairobi,840000,11,Petrol
CR-V,Honda,2010,Kenyan Used,CVT,132000,Nairobi,1480000,14,Petrol
Fit,Honda,2014,Foreign Used,Automatic,52000,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,80250,Mombasa,1050000,10,Petrol
Fit,Honda,2012,Foreign Used,Automatic,85636,Mombasa,730000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,64002,Mombasa,950000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,84000,Mombasa,1000000,11,Petrol
Fit,Honda,2015,Foreign Used,Automatic,82320,Mombasa,930000,9,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,120000,Nairobi,2050000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,86200,Mombasa,2200000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,68000,Mombasa,920000,11,Petrol
Fit,Honda,2012,Foreign Used,Automatic,85636,Mombasa,780000,12,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,62101,Mombasa,1600000,10,Petrol
Fit,Honda,2014,Foreign Used,AMT,122000,Nairobi,990000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,63500,Mombasa,1450000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,94057,Mombasa,950000,10,Petrol
Fit,Honda,2012,Kenyan Used,Automatic,78000,Nairobi,660000,12,Petrol
Fit,Honda,2013,Foreign Used,Automatic,84500,Mombasa,830000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,98523,Mombasa,1000000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,76786,Mombasa,960000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,87642,Mombasa,2400000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,87000,Mombasa,1750000,10,Petrol
Stepwgn,Honda,2012,Kenyan Used,Automatic,123000,Mombasa,1100000,12,Petrol
Stream,Honda,2014,Foreign Used,Automatic,83000,Mombasa,1380000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,52806,Mombasa,950000,9,Petrol
Stream,Honda,2014,Foreign Used,Automatic,56880,Mombasa,1490000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,45000,Mombasa,2200000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,80000,Mombasa,1200000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,91000,Nairobi,1040000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75000,Mombasa,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68000,Mombasa,1050000,10,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,137000,Nairobi,520000,13,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,86390,Mombasa,2100000,10,Petrol
CR-V,Honda,2015,Foreign Used,Automatic,35214,Mombasa,2650000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,86000,Mombasa,900000,10,Petrol
Stream,Honda,2012,Foreign Used,Automatic,69863,Mombasa,1200000,12,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,45369,Mombasa,2800000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,52000,Mombasa,990000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,67256,Mombasa,930000,10,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,61950,Mombasa,2650000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,47223,Mombasa,950000,10,Petrol
Stream,Honda,2012,Foreign Used,Automatic,52000,Mombasa,1250000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,61068,Mombasa,1030000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,62000,Mombasa,900000,10,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,97000,Mombasa,600000,13,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,72656,Mombasa,1700000,10,Petrol
Fit,Honda,2015,Foreign Used,AMT,66872,Mombasa,950000,9,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,95000,Mombasa,630000,14,Petrol
Fit,Honda,2014,Foreign Used,Automatic,69000,Mombasa,950000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,81000,Mombasa,930000,11,Petrol
